INFO:Train: Start training Gaussian_PnP_ADMM_2iters_MultiEllipse on /home/michaelbertagna/git/Galaxy-Deconv/simulated_datasets/LSST_23.5_deconv data for 10 epochs.
INFO:Dataset: Successfully constructed train dataset. Total Samples: 40000.
/home/michaelbertagna/git/Galaxy-Deconv/Galaxy-Deconv.env/lib/python3.11/site-packages/torch/functional.py:534: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3595.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
INFO:Train: [1: 25/1125]  train_loss=17.29  val_loss=1.879e+04
INFO:Train: [1: 50/1125]  train_loss=10.56  val_loss=247.3
INFO:Train: [1: 75/1125]  train_loss=13.41  val_loss=80.05
INFO:Train: [1: 100/1125]  train_loss=21.97  val_loss=85.14
INFO:Train: [1: 125/1125]  train_loss=30  val_loss=177.3
INFO:Train: [1: 150/1125]  train_loss=34.45  val_loss=1184
INFO:Train: [1: 175/1125]  train_loss=51.34  val_loss=91.2
INFO:Train: [1: 200/1125]  train_loss=95.98  val_loss=1096
INFO:Train: [1: 225/1125]  train_loss=111.5  val_loss=3214
INFO:Train: [1: 250/1125]  train_loss=20.68  val_loss=1372
INFO:Train: [1: 275/1125]  train_loss=29.84  val_loss=5831
INFO:Train: [1: 300/1125]  train_loss=11.93  val_loss=12.73
INFO:Train: [1: 325/1125]  train_loss=5.614  val_loss=12.26
INFO:Train: [1: 350/1125]  train_loss=15.08  val_loss=12.23
INFO:Train: [1: 375/1125]  train_loss=3.299  val_loss=12.23
INFO:Train: [1: 400/1125]  train_loss=4.903  val_loss=12.23
INFO:Train: [1: 425/1125]  train_loss=15.73  val_loss=12.24
INFO:Train: [1: 450/1125]  train_loss=8.161  val_loss=12.27
INFO:Train: [1: 475/1125]  train_loss=9.135  val_loss=12.26
INFO:Train: [1: 500/1125]  train_loss=9.497  val_loss=12.26
INFO:Train: [1: 525/1125]  train_loss=12.12  val_loss=12.26
INFO:Train: [1: 550/1125]  train_loss=6.229  val_loss=12.26
INFO:Train: [1: 575/1125]  train_loss=3.928  val_loss=12.26
INFO:Train: [1: 600/1125]  train_loss=8.888  val_loss=12.26
INFO:Train: [1: 625/1125]  train_loss=5.771  val_loss=12.26
INFO:Train: [1: 650/1125]  train_loss=11.55  val_loss=12.26
INFO:Train: [1: 675/1125]  train_loss=6.612  val_loss=12.26
INFO:Train: [1: 700/1125]  train_loss=16.04  val_loss=12.26
INFO:Train: [1: 725/1125]  train_loss=9.059  val_loss=12.26
INFO:Train: [1: 750/1125]  train_loss=10.17  val_loss=12.26
INFO:Train: [1: 775/1125]  train_loss=10.22  val_loss=12.26
INFO:Train: [1: 800/1125]  train_loss=2.867  val_loss=12.26
INFO:Train: [1: 825/1125]  train_loss=14.13  val_loss=12.26
INFO:Train: [1: 850/1125]  train_loss=7.202  val_loss=12.26
INFO:Train: [1: 875/1125]  train_loss=22.69  val_loss=12.26
INFO:Train: [1: 900/1125]  train_loss=6.41  val_loss=12.26
INFO:Train: [1: 925/1125]  train_loss=15.06  val_loss=12.26
INFO:Train: [1: 950/1125]  train_loss=6.145  val_loss=12.26
INFO:Train: [1: 975/1125]  train_loss=7.466  val_loss=12.26
INFO:Train: [1: 1000/1125]  train_loss=5.497  val_loss=12.26
INFO:Train: [1: 1025/1125]  train_loss=19.96  val_loss=12.26
INFO:Train: [1: 1050/1125]  train_loss=12.14  val_loss=12.26
INFO:Train: [1: 1075/1125]  train_loss=6.722  val_loss=12.26
INFO:Train: [1: 1100/1125]  train_loss=4.72  val_loss=12.26
INFO:Train: [1: 1125/1125]  train_loss=3.106  val_loss=12.26
INFO:Train: [1: 1125/1125]  train_loss=6.51e+04  val_loss=12.26
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_1epochs.pth
INFO:Train: [2: 25/1125]  train_loss=6.227  val_loss=12.26
INFO:Train: [2: 50/1125]  train_loss=12.42  val_loss=12.24
INFO:Train: [2: 75/1125]  train_loss=31.26  val_loss=12.24
INFO:Train: [2: 100/1125]  train_loss=9.576  val_loss=12.23
INFO:Train: [2: 125/1125]  train_loss=9.201  val_loss=12.29
INFO:Train: [2: 150/1125]  train_loss=7.792  val_loss=12.15
INFO:Train: [2: 175/1125]  train_loss=6.895  val_loss=12.04
INFO:Train: [2: 200/1125]  train_loss=8.715  val_loss=11.79
INFO:Train: [2: 225/1125]  train_loss=25.12  val_loss=11.75
INFO:Train: [2: 250/1125]  train_loss=4.51  val_loss=11.74
INFO:Train: [2: 275/1125]  train_loss=13.7  val_loss=11.74
INFO:Train: [2: 300/1125]  train_loss=5.926  val_loss=11.73
INFO:Train: [2: 325/1125]  train_loss=8.967  val_loss=11.73
INFO:Train: [2: 350/1125]  train_loss=9.069  val_loss=11.72
INFO:Train: [2: 375/1125]  train_loss=5.735  val_loss=11.72
INFO:Train: [2: 400/1125]  train_loss=9.748  val_loss=11.71
INFO:Train: [2: 425/1125]  train_loss=17  val_loss=11.71
INFO:Train: [2: 450/1125]  train_loss=6.334  val_loss=11.7
INFO:Train: [2: 475/1125]  train_loss=7.053  val_loss=11.7
INFO:Train: [2: 500/1125]  train_loss=7.183  val_loss=11.7
INFO:Train: [2: 525/1125]  train_loss=6.661  val_loss=11.69
INFO:Train: [2: 550/1125]  train_loss=10.14  val_loss=11.89
INFO:Train: [2: 575/1125]  train_loss=4.334  val_loss=11.98
INFO:Train: [2: 600/1125]  train_loss=10.04  val_loss=11.99
INFO:Train: [2: 625/1125]  train_loss=17.15  val_loss=11.99
INFO:Train: [2: 650/1125]  train_loss=5.431  val_loss=11.99
INFO:Train: [2: 675/1125]  train_loss=7.02  val_loss=11.99
INFO:Train: [2: 700/1125]  train_loss=8.477  val_loss=11.99
INFO:Train: [2: 725/1125]  train_loss=6.631  val_loss=11.99
INFO:Train: [2: 750/1125]  train_loss=6.744  val_loss=11.99
INFO:Train: [2: 775/1125]  train_loss=4.254  val_loss=11.99
INFO:Train: [2: 800/1125]  train_loss=5.161  val_loss=11.99
INFO:Train: [2: 825/1125]  train_loss=16.42  val_loss=11.98
INFO:Train: [2: 850/1125]  train_loss=12.79  val_loss=11.98
INFO:Train: [2: 875/1125]  train_loss=10.89  val_loss=11.98
INFO:Train: [2: 900/1125]  train_loss=6.956  val_loss=11.98
INFO:Train: [2: 925/1125]  train_loss=4.32  val_loss=11.98
INFO:Train: [2: 950/1125]  train_loss=17.37  val_loss=11.98
INFO:Train: [2: 975/1125]  train_loss=14.62  val_loss=11.98
INFO:Train: [2: 1000/1125]  train_loss=29.17  val_loss=11.98
INFO:Train: [2: 1025/1125]  train_loss=8.292  val_loss=11.98
INFO:Train: [2: 1050/1125]  train_loss=18.24  val_loss=11.98
INFO:Train: [2: 1075/1125]  train_loss=8.572  val_loss=11.98
INFO:Train: [2: 1100/1125]  train_loss=7.224  val_loss=11.98
INFO:Train: [2: 1125/1125]  train_loss=7.993  val_loss=11.98
INFO:Train: [2: 1125/1125]  train_loss=5.99e+04  val_loss=11.98
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_2epochs.pth
INFO:Train: [3: 25/1125]  train_loss=6.19  val_loss=12.03
INFO:Train: [3: 50/1125]  train_loss=4.915  val_loss=11.95
INFO:Train: [3: 75/1125]  train_loss=6.2  val_loss=11.89
INFO:Train: [3: 100/1125]  train_loss=12.33  val_loss=11.83
INFO:Train: [3: 125/1125]  train_loss=7.041  val_loss=11.76
INFO:Train: [3: 150/1125]  train_loss=5.836  val_loss=11.68
INFO:Train: [3: 175/1125]  train_loss=4.56  val_loss=11.57
INFO:Train: [3: 200/1125]  train_loss=4.073  val_loss=11.42
INFO:Train: [3: 225/1125]  train_loss=14.46  val_loss=11.24
INFO:Train: [3: 250/1125]  train_loss=5.586  val_loss=11.01
INFO:Train: [3: 275/1125]  train_loss=4.932  val_loss=10.76
INFO:Train: [3: 300/1125]  train_loss=4.991  val_loss=10.52
INFO:Train: [3: 325/1125]  train_loss=10.43  val_loss=10.31
INFO:Train: [3: 350/1125]  train_loss=10.31  val_loss=10.16
INFO:Train: [3: 375/1125]  train_loss=10.58  val_loss=10.11
INFO:Train: [3: 400/1125]  train_loss=4.09  val_loss=10.07
INFO:Train: [3: 425/1125]  train_loss=3.18  val_loss=10.04
INFO:Train: [3: 450/1125]  train_loss=5.516  val_loss=10.03
INFO:Train: [3: 475/1125]  train_loss=66.57  val_loss=9.989
INFO:Train: [3: 500/1125]  train_loss=2.612  val_loss=9.982
INFO:Train: [3: 525/1125]  train_loss=5.334  val_loss=10.01
INFO:Train: [3: 550/1125]  train_loss=21.97  val_loss=10.05
INFO:Train: [3: 575/1125]  train_loss=3.728  val_loss=10.05
INFO:Train: [3: 600/1125]  train_loss=5.676  val_loss=10.04
INFO:Train: [3: 625/1125]  train_loss=12.39  val_loss=10.04
INFO:Train: [3: 650/1125]  train_loss=9.532  val_loss=10.03
INFO:Train: [3: 675/1125]  train_loss=6.963  val_loss=10.03
INFO:Train: [3: 700/1125]  train_loss=5.458  val_loss=10.02
INFO:Train: [3: 725/1125]  train_loss=5.768  val_loss=10.02
INFO:Train: [3: 750/1125]  train_loss=23.49  val_loss=10.01
INFO:Train: [3: 775/1125]  train_loss=3.966  val_loss=10.01
INFO:Train: [3: 800/1125]  train_loss=12.12  val_loss=10.01
INFO:Train: [3: 825/1125]  train_loss=7.495  val_loss=10.01
INFO:Train: [3: 850/1125]  train_loss=13.03  val_loss=10.01
INFO:Train: [3: 875/1125]  train_loss=4.643  val_loss=10
INFO:Train: [3: 900/1125]  train_loss=12.02  val_loss=10
INFO:Train: [3: 925/1125]  train_loss=197  val_loss=9.995
INFO:Train: [3: 950/1125]  train_loss=8.361  val_loss=9.979
INFO:Train: [3: 975/1125]  train_loss=7.24  val_loss=9.977
INFO:Train: [3: 1000/1125]  train_loss=6.335  val_loss=10.01
INFO:Train: [3: 1025/1125]  train_loss=5.554  val_loss=10.09
INFO:Train: [3: 1050/1125]  train_loss=4.393  val_loss=10.1
INFO:Train: [3: 1075/1125]  train_loss=9.556  val_loss=10.1
INFO:Train: [3: 1100/1125]  train_loss=8.813  val_loss=10.09
INFO:Train: [3: 1125/1125]  train_loss=7.502  val_loss=9.917
INFO:Train: [3: 1125/1125]  train_loss=6.082e+04  val_loss=9.917
